epoch;acc;loss;val_acc;val_loss
21;0.7890000021457673;3.3638433516025543;0.4909862157269475;8.114894063197163
22;0.7985000032186508;3.212390689849854;0.501590669850403;7.945833761517594
23;0.7930000019073487;3.300073798298836;0.49350649608678115;8.074714823847724
24;0.7910000002384185;3.331958560347557;0.49946977958193767;7.979645807189375
25;0.8045000004768371;3.1167363727092745;0.504772004304989;7.8951156857410645
26;0.7930000019073487;3.300073803067207;0.48462354492155135;8.216330245089809
27;0.7994999992847442;3.196448296308518;0.5058324505137487;7.878209625928804
28;0.7869999998807907;3.39572812139988;0.4931071070067324;8.081081995402768
29;0.7959999996423721;3.2522466564178467;0.4984093360910992;7.996551845511096
30;0.7929999989271164;3.3000737929344184;0.5026511133412415;7.928927748478862
31;0.795;3.2681890559196476;0.4978354993191632;8.005700170606762
32;0.8;3.188477105498314;0.5005302261067347;7.962739808056286
33;0.7945000016689301;3.2761602216959;0.5026511176393494;7.92892773204492
34;0.7954999995231629;3.2602178364992147;0.4941675528994547;8.064175940647106
35;0.7905000030994416;3.339929757118225;0.48568398942370933;8.199424179588876
36;0.7940000009536743;3.284131410717964;0.5026511127723743;7.928927736469443
37;0.7885000002384186;3.3718145179748538;0.5068928995668446;7.861303596456129
38;0.8015000033378601;3.16456352710724;0.49840933002318205;7.996551842350722
39;0.7960000032186508;3.252246646285057;0.49567099812226895;8.040207486261021
40;0.795500003695488;3.2602178502082824;0.5005302252218301;7.962739790990269
41;0.7905000019073486;3.3399297666549685;0.4962884435471649;8.030363933531882
42;0.7975000047683716;3.228333062529564;0.49946977901307044;7.979645830576139
43;0.7919999998807907;3.316016175746918;0.4962884435471649;8.030363933531882
44;0.7995000022649765;3.196448296308518;0.49522799740161266;8.04726994593854
45;0.7990000015497207;3.204419475793839;0.49734888703800334;8.013457900266758
46;0.7889999997615814;3.3638433599472046;0.5047720025983873;7.895115704703306
47;0.7960000014305115;3.252246659994126;0.4967532457211317;8.022953847140977
48;0.8005000030994416;3.180505926012994;0.5005302271180542;7.9627398011034645
49;0.7935000014305115;3.2921026146411903;0.4994697788866555;7.979645839425185
50;0.780500003695488;3.499353622198105;0.4931071035303215;8.08108205608194
51;0.8085000038146972;3.0529668223857884;0.5026511168808598;7.928927756695833
52;0.7955000013113022;3.2602178484201434;0.4994697792026928;7.979645859651575
53;0.7805000001192093;3.499353612661362;0.49628844165094077;8.030363973984663
54;0.8020000010728836;3.1565923506021503;0.49840933710241875;7.996551884067653
55;0.8105000019073486;3.021082054376603;0.4967532477208546;8.02295383488461
56;0.7719999980926514;3.634863885045052;0.4941675531522846;8.06417594254333
57;0.8125000029802323;2.989197308421137;0.4962884405132063;8.030363949965825
58;0.7875;3.3877569389343267;0.507953340908629;7.844397621973954
