epoch;acc;loss;val_acc;val_loss
0;0.7910000050067901;3.267154946923256;0.4952279928506748;8.047270010410159
1;0.7945000016689301;3.276160214543343;0.4973488881757378;8.013457873719622
2;0.7950000017881393;3.268189024925233;0.49840933495336476;7.996551851831843
3;0.8015000009536744;3.164563522338868;0.4962884435471649;8.03036395881487
4;0.793000003695488;3.3000738000869756;0.5015906680173864;7.9458337950175535
5;0.7959999984502792;3.252246621847153;0.5026511183978392;7.928927738365667
6;0.8010000014305114;3.172534714341165;0.5005302261067347;7.962739802999689
7;0.7860000014305115;3.4116705048084257;0.4945887467819891;8.057461142152935
8;0.7975000029802323;3.2283330768346787;0.49522799727519773;8.047269975013975
9;0.7915000009536743;3.3239873766899115;0.4962884480348953;8.030363865899888
10;0.7995000046491623;3.196448283195496;0.5015906704824777;7.945833766574192
11;0.7899999994039536;3.3479009771347057;0.5037115596132087;7.912021696883572
12;0.7914999997615815;3.3239873820543293;0.49946977730646874;7.979645864708173
13;0.7925000035762787;3.3080450063943867;0.48992577122478953;8.13180007813212
14;0.8020000010728836;3.156592339873314;0.499469776674394;7.979645900104357
15;0.7865000021457672;3.40369930446148;0.5010822528884524;7.953939211962027
16;0.7975000017881393;3.2283330768346787;0.5005302245265479;7.962739802999689
17;0.7925000029802323;3.3080449932813654;0.4867444296909668;8.182518234182137
18;0.8050000029802322;3.1087651884555823;0.5143160147479837;7.742961443873757
19;0.7825;3.4674688601493835;0.49522799664312306;8.047269985127171
20;0.8005000007152557;3.180505923032761;0.5005302245265479;7.962739823226079
21;0.7989999979734421;3.2044194924831393;0.489925770087055;8.131800094566062
22;0.7945000010728837;3.276160222887993;0.49946977768571355;7.979645847642156
23;0.7875000035762787;3.3877569192647945;0.5000000029028236;7.97119277302837
24;0.7960000026226044;3.2522466570138935;0.501590670798515;7.945833766574192
25;0.7975000035762787;3.228333077430726;0.5005302261067347;7.962739782773298
26;0.7920000004768372;3.3160161787271507;0.4931071070067324;8.081082061138538
0;0.8035000044107438;3.123610761165619;0.4920466584592963;8.097988048894281
1;0.7815000009536743;3.4834112489223483;0.49946977831778827;7.97964581730257
2;0.8014999991655349;3.164563528895378;0.4941675526466248;8.064175969090467
3;0.7915000039339065;3.323987371325493;0.5068928977970354;7.861303633116462
4;0.7965000015497208;3.2442754477262508;0.49840933261468834;7.996551880907279
5;0.7919999986886979;3.3160161632299423;0.498409332298651;7.996551850567693
6;0.7985000002384186;3.2123906844854355;0.4984093329307257;7.996551885963877
7;0.7950000035762786;3.2681890434026726;0.49891775253015164;7.988446439241434
8;0.7959999996423721;3.252246669530869;0.5015906704192703;7.945833788696807
9;0.7945000040531158;3.276160210371018;0.49734888703800334;8.013457869927173
10;0.7950000011920929;3.268189040422441;0.5037115605613207;7.91202168171378
11;0.7960000032186508;3.252246636152268;0.49628844203018563;8.030363987258232
12;0.7944999998807907;3.2761602395772944;0.48992577135120446;8.131800064226477
13;0.7960000032186508;3.2522466576099403;0.5079533434369279;7.844397621973954
14;0.79700000166893;3.2363042616844178;0.4920466603555204;8.097988064064074
15;0.7900000029802322;3.3479009646177293;0.49783550209297245;8.005700158995467
16;0.7905000019073486;3.339929779171945;0.49840933394204523;7.996551904294043
17;0.7909999990463257;3.3319585663080216;0.49522799512614374;8.047269983230947
18;0.7980000025033951;3.2203618520498285;0.4994697775592986;7.979645896943984
19;0.7950000011920929;3.268189016580582;0.5058324517778982;7.878209646155194
20;0.7960000002384185;3.2522466516494757;0.5015906676381415;7.945833801970376
