epoch;acc;loss;val_acc;val_loss
0;0.8100000023841858;2.6199663877487183;0.5015906683334237;7.945833774791163
1;0.7950000047683716;3.268189001083374;0.4952279941148242;8.047269980070574
2;0.7950000047683716;3.2681890726089478;0.49734888880781253;8.013457893946011
3;0.8449999988079071;2.4710697412490843;0.49628843975471665;8.030363984097859
4;0.8250000059604645;2.789917492866516;0.49840933236185847;7.996551919463836
0;0.75;0.6902884244918823;0.49734888880781253;8.013457909115804
0;0.5749999955296516;0.7472455203533173;0.49628843981792414;8.030363936692256
0;0.550000011920929;1.5426812171936035;0.5015906711145525;7.945833741291204
1;0.75;3.9855964183807373;0.49628844424244706;8.03036388612628
2;0.75;3.9855964183807373;0.496288443294335;8.030363916465864
3;0.550000011920929;7.174073219299316;0.5068928955215665;7.861303624899491
4;0.8500000238418579;2.391357898712158;0.4835630965005302;8.23323630490207
5;0.800000011920929;3.188477039337158;0.5037115621415075;7.912021706996768
6;0.800000011920929;3.1884771585464478;0.500530223325606;7.962739846612843
7;0.7999999821186066;3.1884771585464478;0.49783550054479986;8.005700089972773
8;0.7750000059604645;3.5870367288589478;0.49522799828651726;8.047269932664971
9;0.8999999761581421;1.594238519668579;0.5005302242105106;7.9627398181694815
10;0.8999999761581421;1.594238519668579;0.5015906661211622;7.945833800074151
11;0.75;3.9855964183807373;0.49310710422560367;8.0810820845253
12;0.875;1.9927982091903687;0.4984093341316676;7.996551842350722
13;0.7249999940395355;4.384155988693237;0.5037115626471672;7.9120217259590095
14;0.875;1.9927981495857452;0.4952279992978368;8.04726994593854
15;0.9000000059604645;1.5942386090755463;0.4989177460794325;7.988446526971214
16;0.7750000059604645;3.587036609649658;0.5037115614462253;7.912021698779797
17;0.800000011920929;3.1884771585464478;0.493107108839749;8.081082017525382
18;0.800000011920929;3.1884771585464478;0.4941675528994547;8.064175996269679
19;0.8999999761581421;1.594238519668579;0.4920466609875951;8.097988048894281
20;0.75;3.9855964183807373;0.5047720067700804;7.895115667410898
21;0.7750000059604645;3.5870367288589478;0.500530226422772;7.962739762546907
22;0.7750000059604645;3.5870368480682373;0.49628844835093266;8.03036388612628
23;0.75;3.9855964183807373;0.5021645046157754;7.9366855231714455
24;0.875;1.9927982091903687;0.4941675503711559;8.064176046835655
25;0.824999988079071;2.789917469024658;0.5026511142261461;7.928927704865708
26;0.75;3.9855964183807373;0.4962884407660362;8.03036394680545
27;0.8250000178813934;2.789917469024658;0.49946977958193767;7.9796457768497895
28;0.8250000178813934;2.789917469024658;0.49734888767007807;8.013457890153564
0;0.7930000001192092;3.259164757728577;0.49734888577385394;8.013457915436552
1;0.7949999994039536;3.2681890451908124;0.5005302235784359;7.962739813112884
2;0.8009999996423721;3.1725347083807;0.48992577033988494;8.131800136915068
3;0.7870000010728836;3.395728108286858;0.5047720062644206;7.895115653505255
4;0.7965000009536743;3.2442754518985755;0.5058324534212923;7.878209639202373
